Quaterly Data,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Quaterly Data,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,Selling General Administrative Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Quaterly Data,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Quaterly Data ,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2016-12-31,38827,11102,8898,0,3368,108461,32072,32133,0,5656,129490,237951,90281,93301,24395,118483,208764,41,15634,-7013,0,29187,237951,2016-12-31,38654,32488,6166,0,11688,0,11688,-5522,4393,-1129,-341,-788,,-788,,-790,-5522,-5522,3973,3999,-0.2,-0.19,2016-12-31,4600,8717,3539,12256,-2855,-803,6595,57,2994,2798,-2080,0,0,0,-2047,-2047,-3117,-7244,5227,2664,7891,0,0,-596,-5,7290,2615,210.0,-596,2016-12-31,1.2014,0.7617,4.8984,15.9518,-14.2857,-14.2857,,-2.9208,-2.0438,0.1624,3.6512,3.4817,25.8493,-2.6998,-2.6998,-0.3312,-0.6433,7.1925,0.7007,0.1803
2016-09-30,34165,10029,10219,0,3552,103515,32257,32991,0,7111,131448,234963,89188,89951,23652,114276,203464,41,17013,-6046,0,31499,234963,2016-09-30,35943,30668,5275,0,2657,0,2657,2618,-1231,1387,426,961,,961,,957,2618,2618,3974,4000,0.24,0.24,2016-09-30,0,0,0,0,0,0,0,0,0,5161,-1706,0,0,0,1239,1239,-5482,-5949,-2533,266,-2267,0,0,-596,-15,-2878,-3723,0.0,-596,2016-09-30,1.1606,0.7406,4.3565,14.676,7.2838,7.2838,,3.8589,2.6625,0.153,3.0011,3.5839,25.1123,3.0509,3.0509,0.409,0.7913,7.7833,1.288,0.8621
2016-06-30,39297,10728,9829,0,3053,110767,31940,32817,0,6905,128911,239678,89408,95053,23416,119116,208524,41,16652,-5976,0,31154,239678,2016-06-30,39485,32522,6963,0,2784,0,2784,4179,-1304,2875,903,1972,,1972,,1970,4179,4179,3973,3997,0.5,0.49,2016-06-30,0,0,0,0,0,0,0,0,0,7742,-1695,0,0,0,1286,1286,-4725,-5134,-1722,1055,-667,0,0,-596,-28,-1291,1146,0.0,-596,2016-06-30,1.2389,0.7532,4.491,17.6345,10.5838,10.5838,,7.2812,4.9892,0.1647,3.3088,3.6806,24.4528,6.3298,6.3298,0.8228,1.5625,7.7,1.9367,1.5127
2016-03-31,39473,11252,9770,0,0,154775,31164,32054,0,8716,82513,237288,22072,140995,43949,185595,207667,41,15278,-6046,0,29621,237288,2016-03-31,37718,30517,7201,0,2690,0,2690,4511,-860,3651,1196,2455,,2455,,2452,4511,4511,3970,3996,0.62,0.61,2016-03-31,0,0,0,0,0,0,0,0,0,4149,-1511,0,0,0,-2552,-2552,-2912,-6975,6192,-121,6071,-145,-145,-1588,-59,4279,1645,0.0,-1588,2016-03-31,7.0123,0.8264,4.76,19.0917,11.9598,11.9598,,9.6797,6.5009,0.159,3.1235,3.3521,26.8487,8.288,8.288,1.0346,1.4389,7.3229,1.0383,0.6602
2015-12-31,35176,11042,8319,0,2913,102587,30163,30317,0,4795,122338,224925,82336,89879,23457,113932,196268,41,14414,-6257,0,28657,224925,2015-12-31,40251,34435,5816,0,2368,0,2295,3521,-1625,1896,32,1864,,1864,,1868,3521,3521,3969,4002,0.48,0.46,2015-12-31,7371,7966,-1506,6460,-3563,-1155,7758,-645,2395,2148,-1838,0,0,0,-3894,-3894,-3766,-9498,6992,802,7794,0,0,-595,-70,7129,-414,199.0,-595,2015-12-31,1.246,0.7582,4.636,14.4493,8.7476,8.7476,,4.7104,4.6409,0.179,4.1393,3.6453,24.6896,6.5045,6.5045,0.8287,1.5725,7.081,0.5341,0.0759
2015-09-30,31847,13373,9496,0,0,139924,30137,30412,0,7524,79507,219431,22386,126425,42513,169561,191947,41,27489,-20442,0,27484,219431,2015-09-30,38144,31213,6931,0,2386,0,2386,4545,-1254,3291,1099,2192,,2192,,2192,4545,4545,3969,3999,0.55,0.55,2015-09-30,0,0,0,0,0,0,0,0,0,6455,-1825,0,0,0,1441,1441,-7330,-7714,3385,668,4053,-38,-38,-595,-24,3396,1789,0.0,-595,2015-09-30,6.2505,0.8214,4.5999,18.1706,11.9154,11.9154,,8.6278,5.7466,0.1738,3.287,2.8523,31.5533,7.9755,7.9755,0.9989,1.4242,6.9247,1.618,1.1598
2015-06-30,31302,12666,9438,0,0,136227,30750,29617,0,6954,79818,216045,21844,123526,43649,167846,189690,41,26175,-20260,0,26355,216045,2015-06-30,37263,30326,6937,0,2544,0,2544,4393,-1107,3286,1125,2161,,2161,,2160,4393,4393,3974,4007,0.54,0.54,2015-06-30,0,0,0,0,0,0,0,0,0,5210,-1733,0,0,0,2324,2324,-4581,-3990,187,-312,-125,-91,-91,-597,-30,-843,529,0.0,-597,2015-06-30,6.2364,0.8242,4.687,18.6163,11.7892,11.7892,,8.8184,5.7966,0.1725,3.2132,2.942,30.5917,8.1996,8.1996,1.0003,1.4418,6.6419,1.2993,0.8675
2015-03-31,33100,13005,9519,0,0,134791,29612,27542,0,7490,77583,212374,22366,122776,41644,165034,187400,41,24887,-20406,0,24974,212374,2015-03-31,33900,28472,5428,0,3465,-73,3538,1890,-111,1779,625,1154,,1154,,1153,1890,1890,3963,4001,0.29,0.29,2015-03-31,0,0,0,0,0,0,0,0,0,2413,-1800,0,0,0,-384,-384,-2776,-4960,4938,488,5426,0,0,-593,-249,4584,1611,0.0,-593,2015-03-31,6.0266,0.831,4.9162,16.0118,5.5752,5.5752,,5.2478,3.4012,0.1596,2.9911,2.6067,34.5266,4.6208,4.6208,0.5434,0.781,6.2812,0.6031,0.1532
2014-12-31,31150,11708,7870,0,0,131839,30126,26574,0,6052,76776,208615,20035,119171,44032,164115,184150,40,9422,-5265,0,24465,208615,2014-12-31,35870,32560,3310,0,1510,0,1293,2017,-5181,-3164,-1257,-1907,,-1907,,-1904,2017,2017,3912,3958,-0.49,-0.46,2014-12-31,1230,7423,4424,11847,-2896,-936,5729,-467,1430,2168,-2154,0,0,0,205,205,-3581,-5530,2581,-1078,1503,0,0,-482,-11,1010,-2563,180.0,-482,2014-12-31,6.5804,0.8297,4.8711,9.2278,5.6231,5.6231,,-8.8207,-5.3081,0.1719,4.1372,3.0637,29.3761,-7.7948,-7.7948,-0.9141,-1.3277,6.1843,0.5881,0.0266
2014-09-30,33963,11143,9296,0,0,134284,30048,26113,0,6078,74551,208835,21155,119193,41407,161515,182670,40,25051,-18165,0,26165,208835,2014-09-30,34920,30197,4723,0,3484,-74,3558,1165,-144,1021,188,833,,833,,835,1165,1165,3861,4010,0.22,0.21,2014-09-30,0,0,0,0,0,0,0,0,0,5369,-1881,0,0,0,3436,3436,-5464,-3909,1773,396,2169,-1102,-1102,-483,27,611,1747,0.0,-483,2014-09-30,6.3476,0.82,4.5554,13.5252,3.3362,3.3362,,2.9238,2.3912,0.1672,3.2484,3.1338,28.7191,3.1836,3.1836,0.3989,0.5731,6.7979,1.3721,0.8867
2014-06-30,35669,12853,9365,0,0,137913,29294,25425,0,5717,73032,210945,22062,118707,42444,162076,184138,40,24699,-18107,0,26807,210945,2014-06-30,37411,31247,6164,0,3476,-104,3580,2584,-466,2118,803,1315,,1315,,1311,2584,2584,3940,4088,0.33,0.32,2014-06-30,0,0,0,0,0,0,0,0,0,4750,-1912,0,0,0,-560,-560,-3551,-6023,3344,-2165,1179,-862,-862,-494,-9,-186,-1410,0.0,-494,2014-06-30,6.2512,0.8158,4.4282,16.4764,6.9071,6.9071,,5.6614,3.5043,0.1773,3.3366,2.9107,30.9206,4.9054,4.9054,0.6234,0.9037,6.9108,1.1627,0.6944
2014-03-31,36529,12088,8874,0,0,135264,28447,24006,0,6231,71818,207082,22209,117004,40141,158066,180275,40,23882,-18190,0,26807,207082,2014-03-31,35876,31021,4855,0,3372,-39,3411,1444,-185,1259,270,989,,989,,989,1444,1444,3946,4094,0.25,0.24,2014-03-31,0,0,0,0,0,0,0,0,0,2220,-1516,0,0,0,-1511,-1511,-2635,-5662,3486,-1023,2463,0,0,-493,18,1988,-1485,0.0,-493,2014-03-31,6.0905,0.8136,4.3647,13.5327,4.025,4.025,,3.5093,2.7567,0.1732,3.4957,2.9679,30.3245,3.6893,3.6893,0.4776,0.6877,6.7797,0.5423,0.172
2013-12-31,36568,9828,7708,0,0,131585,27616,23663,0,5847,70594,202179,19531,114688,40886,156503,176034,40,23386,-18230,0,26145,202179,2013-12-31,37570,27631,9939,0,1288,-69,1357,8582,-244,8338,511,7827,,7827,,7837,8582,8582,3935,4087,2.0,1.93,2013-12-31,11946,6544,-6222,322,-1913,-437,1232,-706,-1824,315,-1938,0,0,0,804,804,-3277,-4411,3932,300,4232,-49,-49,-395,3,3791,-284,159.0,-395,2013-12-31,6.7372,0.8144,4.3866,26.4546,22.8427,22.8427,,22.1932,20.8597,0.1858,3.5847,3.8228,23.5433,29.9369,29.9369,3.8713,5.5576,6.6291,0.0825,-0.3941
2013-09-30,37642,11693,8799,0,0,131552,26836,24425,86,5051,69519,201071,68973,110622,0,111588,180561,40,21014,-21509,0,20510,201071,2013-09-30,35775,30030,5745,0,3235,-46,3281,2464,-373,2091,818,1273,,1273,,1272,2464,2464,3942,4096,0.32,0.31,2013-09-30,0,0,0,0,0,0,0,0,0,3840,-1582,0,0,0,496,496,-3171,-4257,1073,961,2034,-77,-77,-394,104,1667,1390,0.0,-394,2013-09-30,1.9073,0.8436,5.3936,16.0587,6.8875,6.8875,,5.8449,3.5556,0.1779,3.4129,3.0595,29.4164,6.2067,6.2329,0.6331,0.9708,5.199,0.933,0.5489
2013-06-30,36706,11353,8192,0,0,128255,25863,23074,82,4978,67955,196210,68128,107857,0,108860,176988,40,20136,-21837,0,19222,196210,2013-06-30,37923,32524,5399,0,3203,-53,3256,2143,-324,1819,585,1234,,1234,,1233,2143,2143,3933,4084,0.31,0.3,2013-06-30,0,0,0,0,0,0,0,0,0,6078,-1594,0,0,0,-2854,-2854,-2764,-7212,3891,-2760,1131,-77,-77,-393,47,708,-458,0.0,-393,2013-06-30,1.8826,0.8487,5.6111,14.2367,5.6509,5.6509,,4.7966,3.2513,0.1933,3.9702,3.3404,26.9433,6.4197,6.4472,0.6289,0.971,4.8787,1.4881,1.0989
2013-03-31,34341,11384,8423,0,0,125971,25795,20556,84,5554,67039,193010,67054,107356,0,108318,175372,40,19296,-22533,0,17638,193010,2013-03-31,35649,30005,5644,0,3124,-40,3164,2480,-357,2123,511,1612,,1612,,1611,2480,2480,3923,4072,0.41,0.4,2013-03-31,0,0,0,0,0,0,0,0,0,211,-1483,0,0,0,-192,-192,-2176,-3851,3694,-1428,2266,-10,-10,-392,103,1967,-1839,0.0,-392,2013-03-31,1.8787,0.8589,6.0866,15.8321,6.9567,6.9567,,5.9553,4.5191,0.1847,3.5623,3.1315,28.7402,9.1394,9.1831,0.8352,1.2897,4.4869,0.0518,-0.3124
2012-12-31,35943,10878,7362,0,0,125174,24942,18549,0,5556,64232,189406,19308,105058,48259,154109,173417,40,18077,-22854,0,15989,189406,2012-12-31,35731,31585,4146,0,2749,-61,2810,1336,423,1759,216,1543,,1543,,1546,1336,1336,3815,4015,0.4,0.39,2012-12-31,5612,5300,1669,6969,-2508,-1401,599,-226,-3536,-361,-1885,0,-65,0,1727,1727,-1444,-1667,995,3319,4314,-33,-33,-191,-3,4087,2120,140.0,-191,2012-12-31,6.483,0.8679,6.5706,11.6034,3.7391,3.7391,,4.9229,4.3268,0.1886,4.2903,3.2847,27.3997,9.6504,9.6504,0.8147,1.2747,4.0767,-0.1153,-0.5751
2012-09-30,35535,10737,8208,0,0,122812,24347,18833,89,5073,61868,184680,64277,100604,0,101517,165794,39,16670,-18541,0,18886,184680,2012-09-30,32172,26650,5522,0,2919,-55,2974,2548,-302,2246,613,1633,,1633,,1631,2548,2548,3814,3972,0.43,0.41,2012-09-30,0,0,0,0,0,0,0,0,0,3427,-1319,0,1,0,-1187,-1187,-2569,-5074,-827,902,75,-33,-33,-191,114,-35,-1562,0.0,-191,2012-09-30,1.9107,0.8419,5.3269,17.164,7.9199,7.9199,,6.9812,5.0696,0.1742,3.2468,2.9964,30.0364,8.6466,8.6876,0.8842,1.3666,4.9531,0.8786,0.5405
2012-06-30,35600,10160,7289,0,0,121143,22808,18115,95,5011,60093,181236,63665,99897,0,100492,164157,39,15230,-18928,0,17079,181236,2012-06-30,33211,27870,5341,0,2983,23,2960,2381,-786,1595,557,1038,,1038,,1040,2381,2381,3815,4014,0.27,0.26,2012-06-30,0,0,0,0,0,0,0,0,0,3904,-1191,0,59,0,186,186,-2092,-3038,904,-1362,-458,-32,-32,-191,-36,-717,-143,0.0,-191,2012-06-30,1.9028,0.854,5.8491,16.082,7.1693,7.1693,,4.8026,3.1315,0.1832,3.8236,3.2688,27.533,6.0776,6.1116,0.5727,0.8874,4.478,0.9778,0.6783
2012-03-31,36027,9904,7031,0,0,122859,23150,16440,97,4994,59216,182075,64352,100490,0,101073,165425,39,14190,-18314,0,16650,182075,2012-03-31,32445,26934,5511,0,2878,16,2862,2649,-611,2038,640,1398,,1398,,1396,2649,2649,3803,4055,0.37,0.35,2012-03-31,0,0,0,0,0,0,0,0,0,2075,-1093,0,5,0,-2112,-2112,-1311,-4511,2154,-1651,503,-27,-27,-190,84,370,-1904,,-190,2012-03-31,1.9092,0.8579,6.0354,16.9857,8.1646,8.1646,,6.2814,4.3027,0.1782,3.8308,3.2759,27.473,8.3964,8.4456,0.7678,1.1934,4.3621,0.5117,0.2422
2011-12-31,35766,8565,5901,0,0,135333,22371,15774,100,4770,43015,178348,63093,99488,0,100184,163277,38,12985,-18734,0,15071,178348,2011-12-31,33917,29965,3952,0,2382,8,2374,1578,-125,1453,-12161,13614,,13614,,13615,1578,1578,3793,4111,3.59,3.33,2011-12-31,20213,4256,-11353,-7097,-1942,-367,-1599,576,-3332,-235,-1158,0,183,0,-2003,-2003,-1054,-4032,3671,1289,4960,0,0,0,13,4973,619,171.0,0,2011-12-31,2.145,0.8684,6.6013,11.652,4.6525,4.6525,,4.284,40.1421,0.1902,5.078,3.96,22.7275,90.3324,90.9358,7.6334,11.8838,3.8193,-0.1055,-0.3721
2011-09-30,33192,9036,7212,0,0,117229,22304,14934,100,5977,45511,162740,60365,95131,0,96349,156714,38,-440,-14269,0,6026,162740,2011-09-30,33047,27617,5430,0,2861,-5,2866,2564,-718,1846,194,1652,,1652,,1649,2564,2564,3800,4031,0.43,0.41,2011-09-30,0,0,0,0,0,0,0,0,0,3793,-1113,0,6,0,-844,-844,119,-1832,-3066,890,-2176,0,0,0,-33,-2209,-952,0.0,0,2011-09-30,1.942,0.9404,15.7868,16.4311,7.7586,7.7586,,5.586,4.9899,0.2031,3.8293,3.6573,24.6086,27.4145,27.8772,1.0151,1.6331,1.5858,0.9677,0.6829
2011-06-30,33521,9473,7036,0,0,123156,23263,14748,103,6397,44930,168086,62686,98550,0,100050,162736,38,-2089,-13236,0,5350,168086,2011-06-30,35527,29253,6274,0,2907,-21,2928,3346,-740,2606,206,2400,,2400,,2398,3346,3346,3799,4102,0.63,0.59,2011-06-30,0,0,0,0,0,0,0,0,0,3729,-1093,0,144,0,-2366,-2366,-756,-4071,-3848,101,-3747,0,0,0,24,-3723,-3837,0.0,0,2011-06-30,1.9646,0.9485,18.4206,17.6598,9.4182,9.4182,,7.3353,6.7498,0.2114,4.1576,3.7503,23.9978,44.8598,45.7404,1.4278,2.3099,1.4079,0.9325,0.6573
2011-03-31,34866,8999,7414,0,0,121983,23407,13764,98,6177,45408,167391,62076,101638,0,102850,164926,38,-4487,-13684,0,2465,167391,2011-03-31,33114,26776,6338,0,2734,54,2680,3658,-882,2776,220,2556,,2556,,2551,3658,3658,3771,4266,0.68,0.61,2011-03-31,0,0,0,0,0,0,0,0,0,2497,-929,0,0,0,7285,7285,538,6894,-3931,561,-3370,0,0,0,88,-3282,6513,0.0,0,2011-03-31,1.9651,0.9763,41.2325,19.1399,11.0467,11.0467,,8.3832,7.7037,0.1978,3.6115,3.6797,24.4582,103.6917,107.9848,1.527,2.4553,0.649,0.5853,0.3676
2010-12-31,35570,8381,5917,0,0,119938,23179,14244,102,5221,44749,164687,60206,103988,0,105123,165329,38,-7038,-14313,0,-642,164687,2010-12-31,32428,27251,5177,0,3029,8,3021,2156,-1876,280,92,188,,188,,190,2156,2156,3449,4178,0.03,0.12,2010-12-31,6561,5584,1562,7146,695,-903,-836,-1186,-2230,1239,-1146,0,0,0,5396,5396,2038,6288,-2907,-846,-3753,109,109,0,-7207,-10851,-3187,34.0,0,2010-12-31,1.9921,1.0062,-161.9751,15.9646,6.6486,6.6486,,0.8635,0.5859,0.1969,4.6055,3.8692,23.2605,-29.2835,-25.2688,0.1142,0.1819,-0.1689,0.2942,0.0206
2010-09-30,44148,8368,6855,0,0,129857,22956,15686,123,6255,47221,177078,61100,116691,0,117718,178818,35,-7228,-12609,0,-1740,177078,2010-09-30,29893,24233,5660,0,2654,36,2618,3042,-1155,1887,199,1688,,1688,,1687,3042,3042,3446,4174,0.49,0.43,2010-09-30,0,0,0,0,0,0,0,0,0,3781,-919,0,862,0,-4448,-4448,2281,-2224,-2543,-208,-2751,388,388,0,-34,-2397,-330,0.0,0,2010-09-30,2.1253,1.0151,-67.0638,18.9342,10.1763,10.1763,,6.3125,5.6435,0.1688,3.5351,3.5723,25.1939,-97.0115,-90.6065,0.9533,1.4685,-0.501,1.0521,0.786
2010-06-30,39726,7985,6076,0,0,124762,22210,17246,183,5740,54988,179750,59674,117385,0,123617,183291,35,-8915,-12277,0,-3541,179750,2010-06-30,35067,27828,7239,0,3137,131,3006,4233,-1386,2847,251,2596,,2596,,2599,4233,4233,3411,4610,0.76,0.61,2010-06-30,0,0,0,0,0,0,0,0,0,3774,-959,0,0,0,333,333,2303,1677,-11675,342,-11333,312,312,0,-40,-11061,-6034,0.0,0,2010-06-30,2.0907,1.0311,-33.1502,20.6433,12.0712,12.0712,,8.1187,7.4115,0.1951,4.58,4.3916,20.4936,-73.3126,-69.71,1.4442,2.2803,-1.0297,0.8135,0.6075
2010-03-31,46239,6925,6292,0,0,136154,22826,18362,192,6358,55814,191968,60056,130105,0,137349,197405,34,-11514,-11199,0,-5437,191968,2010-03-31,31566,25139,6427,0,3089,41,3048,3379,-1244,2135,50,2085,,2085,,2085,3379,3379,3365,4569,0.62,0.5,2010-03-31,0,0,0,0,0,0,0,0,0,2683,-1068,0,0,0,-354,-354,2589,1167,321,-1042,-721,530,530,0,79,-112,3462,0.0,0,2010-03-31,2.2671,1.0436,-23.9296,20.3605,10.7046,10.7046,,6.7636,6.6052,0.1644,3.9954,4.5583,19.7443,-38.3484,-37.0403,1.0861,1.6724,-1.5958,0.5872,0.3535
2009-12-31,42281,7194,5041,0,0,130408,22637,19637,165,8096,61632,192040,60445,131635,0,139377,199822,34,-10864,-13599,0,-7782,192040,2009-12-31,34811,29290,5521,0,3222,-84,3306,2215,-1307,908,30,878,,878,,886,2215,2215,2991,3312,0.45,0.48,2009-12-31,2717,6580,3244,9824,2612,2201,-2832,955,2936,396,-1069,0,2,0,647,647,4167,3747,-5472,-295,-5767,180,180,0,-2790,-8377,-4283,29.0,0,2009-12-31,2.1575,1.0628,-16.9153,15.8599,6.3629,6.3629,,2.6084,2.5452,0.1813,5.8104,4.8389,18.5993,-11.2825,-11.0482,0.4572,0.7089,-2.3106,0.4687,0.0767
2009-09-30,48366,7296,6560,0,0,141499,24812,20347,225,7200,61607,203106,70360,132017,0,140016,210376,33,-14524,-8704,0,-7270,203106,2009-09-30,30272,24817,5455,0,3005,-125,3130,2325,-1213,1112,99,1013,,1013,,997,2325,2325,3259,3587,0.31,0.29,2009-09-30,0,0,0,0,0,0,0,0,0,5714,-944,0,209,0,-5210,-5210,3121,-2824,-1729,11,-1718,619,619,0,-223,-1322,1775,0.0,0,2009-09-30,2.0111,1.0583,-18.1592,18.02,7.6804,7.6804,,3.6734,3.2935,0.149,3.7831,4.1491,21.6913,-13.934,-13.5157,0.4988,0.812,-2.1984,1.4098,1.1867
2009-06-30,41134,6643,6603,0,0,134676,24801,22550,235,7383,65514,200190,69769,133066,0,139839,209608,33,-15521,-9005,0,-9418,200190,2009-06-30,26810,23346,3464,0,3110,-419,3529,-65,2306,2241,-15,2256,,2256,5.0,2261,-65,-65,3001,3352,0.75,0.69,2009-06-30,0,0,0,0,0,0,0,0,0,5351,-977,0,5,0,3638,3638,2365,5031,-7683,-1728,-9411,1651,1651,0,-470,-8230,2758,0.0,0,2009-06-30,1.9303,1.0762,-14.1289,12.9206,-0.2424,-0.2424,,8.3588,8.4334,0.1339,3.5357,4.0358,22.3003,-23.9541,-23.371,1.1269,1.8245,-2.9239,1.1191,0.9546
2009-03-31,41456,5390,6575,0,0,137429,23779,23648,227,7960,65705,203134,67311,145586,0,152300,219611,24,-17782,-10624,0,-16477,203134,2009-03-31,24390,21413,2977,0,3692,-402,4094,-1117,-545,-1662,-227,-1435,,-1435,0.0,-1427,-1117,-1117,2397,2397,-0.6,-0.6,2009-03-31,0,0,0,0,0,0,0,0,0,4016,-1069,0,166,0,-2931,-2931,4499,665,-945,-3869,-4814,0,0,0,-87,-4901,-1160,0.0,0,2009-03-31,2.0417,1.1276,-8.8357,12.2058,-4.5797,-4.5797,,-6.8143,-5.8508,0.1201,3.2567,4.525,19.8893,8.7091,8.5908,-0.7064,-1.1115,-6.8059,1.6754,1.2295
